user_id,item_id,rank
660847,11103,16
660847,8636,17
660847,15464,18
660847,3552,19
660847,3182,20
826915,599,1
826915,602,2
826915,6837,3
826915,1895,4
826915,14414,5
826915,1817,6
826915,12719,7
826915,14388,8
826915,9211,9
826915,1678,10
826915,2775,11
826915,6458,12
826915,9465,13
826915,3734,14
826915,2323,15
826915,14655,16
826915,15787,17
826915,15464,18
826915,11237,19
826915,657,20
506713,15464,1
506713,5693,2
506713,1287,3
506713,11237,4
506713,1024,5
506713,657,6
506713,12719,7
506713,7671,8
506713,10772,9
506713,14414,10
506713,6837,11
506713,1819,12
506713,16166,13
506713,6458,14
506713,9169,15
506713,14847,16
506713,16270,17
506713,11778,18
506713,12501,19
506713,1844,20
1080071,12719,1
1080071,14414,2
1080071,13865,3
1080071,7671,4
1080071,10772,5
1080071,8636,6
1080071,657,7
1080071,1287,8
1080071,16166,9
1080071,6837,10
1080071,5693,11
1080071,3734,12
1080071,16270,13
1080071,15464,14
1080071,9169,15
1080071,1819,16
1080071,11237,17
1080071,12501,18
1080071,11778,19
1080071,6458,20
910271,599,1
910271,6837,2
910271,9524,3
910271,14414,4
910271,2775,5
910271,11103,6
910271,2323,7
910271,9211,8
910271,1678,9
910271,3734,10
910271,12719,11
910271,602,12
910271,14388,13
910271,12973,14
910271,6458,15
910271,16398,16
910271,9465,17
910271,11778,18
910271,5693,19
910271,3071,20
1053638,12719,1
1053638,14414,2
1053638,6837,3
1053638,1895,4
1053638,14388,5
1053638,9211,6
1053638,1817,7
1053638,2775,8
1053638,6458,9
1053638,2323,10
1053638,3734,11
1053638,14655,12
1053638,9465,13
1053638,15787,14
1053638,13955,15
1053638,657,16
1053638,1287,17
1053638,1554,18
1053638,13865,19
1053638,11237,20
192877,6837,1
192877,12719,2
192877,7671,3
192877,1024,4
192877,14414,5
192877,6458,6
192877,3734,7
192877,9524,8
192877,14388,9
192877,9211,10
192877,13865,11
192877,9465,12
192877,11237,13
192877,657,14
192877,16463,15
192877,1287,16
192877,8636,17
192877,3182,18
192877,15464,19
192877,11778,20
703660,14414,1
703660,12719,2
703660,14388,3
703660,14230,4
703660,1678,5
703660,9211,6
703660,3,7
703660,2775,8
703660,9524,9
703660,9465,10
703660,1817,11
703660,5693,12
703660,2323,13
703660,657,14
703660,10436,15
703660,15464,16
703660,11237,17
703660,6458,18
703660,3071,19
703660,12637,20
586585,14414,1
586585,460,2
586585,1819,3
586585,12719,4
586585,7671,5
586585,657,6
586585,1287,7
586585,6458,8
586585,3734,9
586585,5906,10
586585,10772,11
586585,13865,12
586585,11363,13
586585,16270,14
586585,5693,15
586585,1857,16
586585,15464,17
586585,11237,18
586585,12501,19
586585,9465,20
606343,1678,1
606343,6837,2
606343,14388,3
606343,8720,4
606343,1024,5
606343,9211,6
606343,5057,7
606343,509,8
606343,3071,9
606343,3784,10
606343,15297,11
606343,512,12
606343,8304,13
606343,4207,14
606343,2323,15
606343,9524,16
606343,11103,17
606343,6458,18
606343,9442,19
606343,14260,20
413728,599,1
413728,602,2
413728,14414,3
413728,12719,4
413728,7671,5
413728,6837,6
413728,11103,7
413728,14388,8
413728,3446,9
413728,4207,10
413728,9211,11
413728,6458,12
413728,9465,13
413728,1287,14
413728,5693,15
413728,10191,16
413728,1145,17
413728,657,18
413728,835,19
413728,15464,20
955959,12173,1
955959,14317,2
955959,11310,3
955959,4436,4
955959,7626,5
955959,3935,6
955959,1287,7
955959,4495,8
955959,4457,9
955959,14414,10
955959,7829,11
955959,657,12
955959,12501,13
955959,12981,14
955959,9524,15
955959,11237,16
955959,1819,17
955959,5693,18
955959,6458,19
955959,16166,20
139574,16166,1
139574,12719,2
139574,7582,3
139574,16270,4
139574,9169,5
139574,14414,6
139574,15464,7
139574,657,8
139574,10772,9
139574,9506,10
139574,1819,11
139574,5693,12
139574,7671,13
139574,1287,14
139574,6458,15
139574,11237,16
139574,6837,17
139574,3734,18
139574,9465,19
139574,4613,20
831636,7671,1
831636,12719,2
831636,6837,3
831636,599,4
831636,11102,5
831636,3446,6
831636,11103,7
831636,3008,8
831636,12032,9
831636,5693,10
831636,657,11
831636,1287,12
831636,1026,13
831636,15464,14
831636,4207,15
831636,11237,16
831636,2865,17
831636,10772,18
831636,10191,19
831636,3734,20
189747,1024,1
189747,6837,2
189747,7351,3
189747,16166,4
189747,10772,5
189747,7626,6
189747,11310,7
189747,12173,8
189747,5693,9
189747,12719,10
189747,15464,11
189747,4436,12
189747,4565,13
189747,3935,14
189747,11778,15
189747,1819,16
189747,14414,17
189747,16270,18
189747,1287,19
189747,7671,20
274382,11310,1
274382,7626,2
274382,14317,3
274382,4436,4
274382,12173,5
274382,3935,6
274382,7571,7
274382,14741,8
274382,12981,9
274382,4495,10
274382,14414,11
274382,14703,12
274382,16166,13
274382,4457,14
274382,5906,15
274382,13865,16
274382,10772,17
274382,460,18
274382,7829,19
274382,12719,20
306961,6837,1
306961,12719,2
306961,14414,3
306961,14388,4
306961,13865,5
306961,3734,6
306961,1024,7
306961,657,8
306961,9211,9
306961,9524,10
306961,6458,11
306961,1287,12
306961,830,13
306961,5693,14
306961,10772,15
306961,11237,16
306961,15464,17
306961,4740,18
306961,8636,19
306961,14703,20
311159,8636,1
311159,11237,2
311159,9524,3
311159,6458,4
311159,657,5
311159,3734,6
311159,13865,7
311159,6837,8
311159,1287,9
311159,5693,10
311159,10772,11
311159,14388,12
311159,12719,13
311159,9211,14
311159,14414,15
311159,142,16
311159,3182,17
311159,1844,18
311159,3071,19
311159,15464,20
835343,7671,1
835343,1678,2
835343,12719,3
835343,14414,4
835343,6837,5
835343,9211,6
835343,2323,7
835343,14388,8
835343,9465,9
835343,11103,10
835343,14230,11
835343,6458,12
835343,5693,13
835343,10436,14
835343,1287,15
835343,11237,16
835343,15464,17
835343,657,18
835343,3,19
835343,10772,20
930237,599,1
930237,602,2
930237,7671,3
930237,12719,4
930237,4207,5
930237,6837,6
930237,14414,7
930237,2609,8
930237,9465,9
930237,5693,10
930237,6458,11
930237,11103,12
930237,2931,13
930237,3446,14
930237,11237,15
930237,15464,16
930237,657,17
930237,9198,18
930237,1287,19
930237,11940,20
561817,180,1
561817,1264,2
561817,1024,3
561817,3446,4
561817,3552,5
561817,6853,6
561817,15687,7
561817,14388,8
561817,6837,9
561817,4551,10
561817,11103,11
561817,5249,12
561817,14414,13
561817,7671,14
561817,14507,15
561817,8832,16
561817,10859,17
561817,9211,18
561817,12719,19
561817,9198,20
953330,1024,1
953330,7671,2
953330,14414,3
953330,11237,4
953330,5693,5
953330,1287,6
953330,12719,7
953330,657,8
953330,3,9
953330,14388,10
953330,14230,11
953330,6837,12
953330,10772,13
953330,8636,14
953330,9465,15
953330,15464,16
953330,10436,17
953330,9524,18
953330,2625,19
953330,9211,20
106680,11237,1
106680,10436,2
106680,2625,3
106680,14414,4
106680,15464,5
106680,12719,6
106680,11778,7
106680,1287,8
106680,5693,9
106680,657,10
106680,16166,11
106680,14388,12
106680,12637,13
106680,3182,14
106680,8636,15
106680,14317,16
106680,3095,17
106680,1895,18
106680,9211,19
106680,10772,20
281802,12719,1
281802,657,2
281802,1287,3
281802,6837,4
281802,16166,5
281802,5906,6
281802,14414,7
281802,15464,8
281802,10772,9
281802,1024,10
281802,5693,11
281802,14388,12
281802,6458,13
281802,9169,14
281802,7862,15
281802,16270,16
281802,3182,17
281802,1819,18
281802,9465,19
281802,9211,20
676854,12719,1
676854,10772,2
676854,7671,3
676854,1024,4
676854,15464,5
676854,6837,6
676854,16166,7
676854,14414,8
676854,14388,9
676854,1287,10
676854,5693,11
676854,12501,12
676854,9524,13
676854,6458,14
676854,9211,15
676854,657,16
676854,1819,17
676854,11778,18
676854,9169,19
676854,2323,20
394750,3446,1
394750,14414,2
394750,4207,3
394750,11940,4
394750,8832,5
394750,1264,6
394750,10191,7
394750,11103,8
394750,10827,9
394750,14388,10
394750,12719,11
394750,3360,12
394750,16315,13
394750,9198,14
394750,9211,15
394750,86,16
394750,6837,17
394750,6853,18
394750,1817,19
394750,398,20
319587,13865,1
319587,6837,2
319587,12719,3
319587,7671,4
319587,3734,5
319587,657,6
319587,1287,7
319587,1819,8
319587,16166,9
319587,5693,10
319587,7626,11
319587,10772,12
319587,15464,13
319587,4436,14
319587,11778,15
319587,11237,16
319587,3935,17
319587,16270,18
319587,11310,19
319587,12173,20
660327,460,1
660327,14388,2
660327,3734,3
660327,14414,4
660327,13865,5
660327,12719,6
660327,1024,7
660327,6458,8
660327,9211,9
660327,4740,10
660327,5906,11
660327,830,12
660327,9714,13
660327,14703,14
660327,16463,15
660327,7829,16
660327,14847,17
660327,8636,18
660327,3718,19
660327,11237,20
698425,12719,1
698425,14414,2
698425,6837,3
698425,7671,4
698425,1287,5
698425,16270,6
698425,6458,7
698425,16166,8
698425,657,9
698425,15464,10
698425,11018,11
698425,9465,12
698425,6825,13
698425,1819,14
698425,5693,15
698425,1857,16
698425,9169,17
698425,10772,18
698425,8636,19
698425,14361,20
7465,12719,1
7465,9211,2
7465,1817,3
7465,14414,4
7465,6837,5
7465,1678,6
7465,6458,7
7465,14388,8
7465,2323,9
7465,11237,10
7465,15464,11
7465,9465,12
7465,5693,13
7465,2775,14
7465,11778,15
7465,657,16
7465,1287,17
7465,16166,18
7465,15787,19
7465,1554,20
44777,12719,1
44777,7671,2
44777,14414,3
44777,657,4
44777,16166,5
44777,3734,6
44777,1287,7
44777,13865,8
44777,6837,9
44777,10772,10
44777,5693,11
44777,11778,12
44777,15464,13
44777,1819,14
44777,16270,15
44777,6458,16
44777,8636,17
44777,9465,18
44777,11237,19
44777,9169,20
215283,10772,1
215283,6837,2
215283,16166,3
215283,3734,4
215283,7671,5
215283,11310,6
215283,7626,7
215283,12719,8
215283,15464,9
215283,5693,10
215283,14414,11
215283,13865,12
215283,12173,13
215283,3935,14
215283,4436,15
215283,11778,16
215283,14317,17
215283,657,18
215283,12981,19
215283,6458,20
1088367,1678,1
1088367,3784,2
1088367,13533,3
1088367,14584,4
1088367,512,5
1088367,13026,6
1088367,4396,7
1088367,16343,8
1088367,9158,9
1088367,1935,10
1088367,4375,11
1088367,5258,12
1088367,11157,13
1088367,10344,14
1088367,7102,15
1088367,11103,16
1088367,498,17
1088367,6837,18
1088367,602,19
1088367,849,20
166789,5693,1
166789,12057,2
166789,11348,3
166789,11237,4
166789,12719,5
166789,1819,6
166789,657,7
166789,6837,8
166789,1287,9
166789,3182,10
166789,14050,11
166789,14414,12
166789,7671,13
166789,16270,14
166789,14388,15
166789,3734,16
166789,15464,17
166789,6458,18
166789,1024,19
166789,9524,20
1087468,12719,1
1087468,7671,2
1087468,14414,3
1087468,10772,4
1087468,6837,5
1087468,5693,6
1087468,14388,7
1087468,5906,8
1087468,657,9
1087468,1287,10
1087468,16166,11
1087468,15464,12
1087468,6458,13
1087468,1819,14
1087468,11778,15
1087468,3734,16
1087468,9169,17
1087468,11237,18
1087468,12501,19
1087468,14431,20
498295,7671,1
498295,14414,2
498295,6837,3
498295,12719,4
498295,6458,5
498295,11426,6
498295,9465,7
498295,5693,8
498295,11103,9
498295,657,10
498295,11237,11
498295,3734,12
498295,11778,13
498295,1287,14
498295,15464,15
498295,11596,16
498295,9532,17
498295,10772,18
498295,9466,19
498295,13018,20
645996,13865,1
645996,3734,2
645996,7671,3
645996,12719,4
645996,6837,5
645996,14414,6
645996,1287,7
645996,657,8
645996,11237,9
645996,8636,10
645996,6458,11
645996,15464,12
645996,5693,13
645996,10772,14
645996,9169,15
645996,9465,16
645996,1844,17
645996,3182,18
645996,9728,19
645996,16166,20
279406,12719,1
279406,10845,2
279406,6785,3
279406,14414,4
279406,1819,5
279406,1287,6
279406,5693,7
279406,657,8
279406,1554,9
279406,5906,10
279406,11018,11
279406,460,12
279406,9524,13
279406,6458,14
279406,16166,15
279406,11237,16
279406,9169,17
279406,3071,18
279406,366,19
279406,10657,20
516965,7671,1
516965,14414,2
516965,12719,3
516965,6837,4
516965,11102,5
516965,3,6
516965,14230,7
516965,6458,8
516965,5693,9
516965,657,10
516965,10436,11
516965,15464,12
516965,11237,13
516965,1287,14
516965,4207,15
516965,12637,16
516965,10772,17
516965,11103,18
516965,3927,19
516965,3784,20
189515,1024,1
189515,6837,2
189515,3734,3
189515,11310,4
189515,12719,5
189515,7626,6
189515,14388,7
189515,14414,8
189515,5693,9
189515,3935,10
189515,10772,11
189515,16166,12
189515,9524,13
189515,9211,14
189515,12173,15
189515,4436,16
189515,6458,17
189515,1287,18
189515,13865,19
189515,830,20
76451,16166,1
76451,12719,2
76451,10772,3
76451,14414,4
76451,15464,5
76451,1024,6
76451,7671,7
76451,6837,8
76451,5693,9
76451,657,10
76451,1287,11
76451,14388,12
76451,11778,13
76451,1819,14
76451,16270,15
76451,11237,16
76451,12501,17
76451,6458,18
76451,9169,19
76451,14431,20
298978,180,1
298978,9115,2
298978,3446,3
298978,5249,4
298978,14260,5
298978,3552,6
298978,1264,7
298978,10827,8
298978,10191,9
298978,4207,10
298978,11940,11
298978,7671,12
298978,9198,13
298978,15687,14
298978,6853,15
298978,599,16
298978,86,17
298978,8832,18
298978,14414,19
298978,4551,20
235054,599,1
235054,14388,2
235054,9211,3
235054,12719,4
235054,6837,5
235054,14414,6
235054,15392,7
235054,3071,8
235054,11237,9
235054,657,10
235054,3002,11
235054,5693,12
235054,6458,13
235054,1287,14
235054,2361,15
235054,3734,16
235054,15464,17
235054,11102,18
235054,1554,19
235054,4268,20
732807,11237,1
732807,1819,2
732807,657,3
732807,1287,4
732807,11310,5
732807,7626,6
732807,12173,7
732807,16166,8
732807,14414,9
732807,7571,10
732807,3935,11
732807,3182,12
732807,5693,13
732807,14317,14
732807,12719,15
732807,10772,16
732807,15464,17
732807,4436,18
732807,11778,19
732807,13865,20
730543,599,1
730543,1024,2
730543,1678,3
730543,14388,4
730543,12719,5
730543,7671,6
730543,9524,7
730543,9211,8
730543,14414,9
730543,6458,10
730543,2323,11
730543,9465,12
730543,11351,13
730543,602,14
730543,11237,15
730543,512,16
730543,6837,17
730543,3182,18
730543,1287,19
730543,3784,20
4717,3446,1
4717,5839,2
4717,11103,3
4717,1264,4
4717,10191,5
4717,12719,6
4717,11940,7
4717,14414,8
4717,14260,9
4717,4207,10
4717,8134,11
4717,9524,12
4717,11592,13
4717,16315,14
4717,8832,15
4717,1678,16
4717,3734,17
4717,9311,18
4717,14388,19
4717,9115,20
666741,460,1
666741,6837,2
666741,14414,3
666741,12719,4
666741,1024,5
666741,3360,6
666741,3734,7
666741,6458,8
666741,830,9
666741,13865,10
666741,5906,11
666741,9465,12
666741,657,13
666741,11237,14
666741,8636,15
666741,1287,16
666741,3182,17
666741,3718,18
666741,1819,19
666741,15787,20
478274,10772,1
478274,5693,2
478274,16166,3
478274,15464,4
478274,3734,5
478274,657,6
478274,1287,7
478274,14414,8
478274,12719,9
478274,14461,10
478274,11778,11
478274,6458,12
478274,1819,13
478274,2680,14
478274,16270,15
478274,180,16
478274,11237,17
478274,1264,18
478274,11310,19
478274,6837,20
443373,2814,1
443373,1024,2
443373,7671,3
443373,6837,4
443373,14388,5
443373,12719,6
443373,16166,7
443373,10772,8
443373,15464,9
443373,14414,10
443373,5693,11
443373,16270,12
443373,9211,13
443373,657,14
443373,9524,15
443373,1819,16
443373,1287,17
443373,11237,18
443373,4471,19
443373,6458,20
548165,12719,1
548165,657,2
548165,11237,3
548165,5693,4
548165,1287,5
548165,1819,6
548165,9169,7
548165,3734,8
548165,14414,9
548165,15464,10
548165,3182,11
548165,12501,12
548165,6458,13
548165,7671,14
548165,16270,15
548165,10772,16
548165,1844,17
548165,16166,18
548165,8636,19
548165,6837,20
116824,3734,1
116824,13865,2
116824,12719,3
116824,14414,4
116824,10772,5
116824,1024,6
116824,14388,7
116824,1287,8
116824,6458,9
116824,5693,10
116824,657,11
116824,1819,12
116824,11778,13
116824,15464,14
116824,8636,15
116824,16166,16
116824,6837,17
116824,11237,18
116824,7671,19
116824,16270,20
658093,1287,1
658093,12719,2
658093,657,3
658093,460,4
658093,14414,5
658093,1819,6
658093,11237,7
658093,5906,8
658093,9169,9
658093,6458,10
658093,3734,11
658093,4696,12
658093,15464,13
658093,16270,14
658093,5693,15
658093,14388,16
658093,9465,17
658093,830,18
658093,16166,19
658093,13955,20
87154,1024,1
87154,6837,2
87154,3734,3
87154,7671,4
87154,13865,5
87154,12719,6
87154,14414,7
87154,14388,8
87154,4740,9
87154,6458,10
87154,1287,11
87154,9524,12
87154,9211,13
87154,5693,14
87154,657,15
87154,15464,16
87154,8636,17
87154,11778,18
87154,10772,19
87154,11237,20
8030,4207,1
8030,11103,2
8030,3446,3
8030,10827,4
8030,14260,5
8030,16436,6
8030,11592,7
8030,10191,8
8030,1264,9
8030,1678,10
8030,599,11
8030,7132,12
8030,11940,13
8030,6853,14
8030,86,15
8030,10859,16
8030,9198,17
8030,16315,18
8030,8832,19
8030,10967,20
1002787,1024,1
1002787,3734,2
1002787,12719,3
1002787,657,4
1002787,14388,5
1002787,11237,6
1002787,1287,7
1002787,14414,8
1002787,9524,9
1002787,8636,10
1002787,6458,11
1002787,13865,12
1002787,3071,13
1002787,5693,14
1002787,830,15
1002787,9465,16
1002787,9211,17
1002787,10772,18
1002787,1819,19
1002787,3182,20
518072,599,1
518072,4207,2
518072,11103,3
518072,10191,4
518072,602,5
518072,86,6
518072,3446,7
518072,10596,8
518072,180,9
518072,9115,10
518072,14260,11
518072,11940,12
518072,7132,13
518072,10827,14
518072,10859,15
518072,11592,16
518072,5830,17
518072,936,18
518072,6853,19
518072,8356,20
69301,602,1
69301,599,2
69301,9211,3
69301,14414,4
69301,12719,5
69301,1678,6
69301,6837,7
69301,9465,8
69301,14388,9
69301,1895,10
69301,1817,11
69301,15787,12
69301,6458,13
69301,2323,14
69301,9572,15
69301,13955,16
69301,1554,17
69301,3734,18
69301,14655,19
69301,9532,20
612075,7671,1
612075,12719,2
612075,3734,3
612075,14414,4
612075,6837,5
612075,13865,6
612075,6458,7
612075,657,8
612075,1287,9
612075,9465,10
612075,11237,11
612075,5693,12
612075,14703,13
612075,8636,14
612075,10772,15
612075,11778,16
612075,15464,17
612075,16398,18
612075,7571,19
612075,7626,20
345635,7671,1
345635,14414,2
345635,6837,3
345635,12719,4
345635,9211,5
345635,9465,6
345635,6458,7
345635,3734,8
345635,14388,9
345635,13865,10
345635,5693,11
345635,11237,12
345635,657,13
345635,1287,14
345635,11778,15
345635,8636,16
345635,15464,17
345635,14560,18
345635,10772,19
345635,14228,20
227860,1678,1
227860,12719,2
227860,6837,3
227860,14388,4
227860,9211,5
227860,2323,6
227860,9524,7
227860,14414,8
227860,2775,9
227860,6458,10
227860,5693,11
227860,14230,12
227860,11102,13
227860,15464,14
227860,10436,15
227860,11237,16
227860,12637,17
227860,1287,18
227860,11103,19
227860,3071,20
332128,599,1
332128,14414,2
332128,12719,3
332128,14388,4
332128,1024,5
332128,9465,6
332128,6458,7
332128,7671,8
332128,602,9
332128,6837,10
332128,9524,11
332128,11103,12
332128,9211,13
332128,1678,14
332128,4207,15
332128,5693,16
332128,15677,17
332128,6047,18
332128,3446,19
332128,6033,20
135461,1287,1
135461,657,2
135461,7671,3
135461,6837,4
135461,5693,5
135461,14414,6
135461,12719,7
135461,15464,8
135461,16166,9
135461,10772,10
135461,12501,11
135461,1819,12
135461,3734,13
135461,6458,14
135461,16270,15
135461,11237,16
135461,9465,17
135461,9169,18
135461,3182,19
135461,8636,20
293694,599,1
293694,602,2
293694,11103,3
293694,4207,4
293694,3446,5
293694,6837,6
293694,7671,7
293694,3552,8
293694,10191,9
293694,11940,10
293694,3734,11
293694,6458,12
293694,9198,13
293694,835,14
293694,657,15
293694,180,16
293694,14414,17
293694,14507,18
293694,1287,19
293694,13865,20
216127,12719,1
216127,657,2
216127,1287,3
216127,6837,4
216127,7671,5
216127,1819,6
216127,11102,7
216127,11237,8
216127,16166,9
216127,5693,10
216127,3734,11
216127,15464,12
216127,10772,13
216127,9169,14
216127,11778,15
216127,12501,16
216127,4471,17
216127,16270,18
216127,13865,19
216127,8636,20
324495,6837,1
324495,7671,2
324495,1287,3
324495,5693,4
324495,12173,5
324495,657,6
324495,12719,7
324495,11310,8
324495,10772,9
324495,4436,10
324495,7626,11
324495,16166,12
324495,14414,13
324495,15464,14
324495,1819,15
324495,9169,16
324495,12501,17
324495,3935,18
324495,11778,19
324495,6458,20
654815,602,1
654815,599,2
654815,12719,3
654815,14414,4
654815,9211,5
654815,6837,6
654815,1678,7
654815,14388,8
654815,6458,9
654815,3071,10
654815,1817,11
654815,2323,12
654815,11237,13
654815,657,14
654815,9465,15
654815,11778,16
654815,15464,17
654815,1554,18
654815,2775,19
654815,15673,20
121367,6837,1
121367,7671,2
121367,1287,3
121367,16166,4
121367,657,5
121367,5693,6
121367,12719,7
121367,11310,8
121367,16270,9
121367,7626,10
121367,11778,11
121367,1819,12
121367,15464,13
121367,10772,14
121367,3734,15
121367,9169,16
121367,12501,17
121367,3935,18
121367,8636,19
121367,4436,20
13683,599,1
13683,602,2
13683,12137,3
13683,4207,4
13683,2775,5
13683,14388,6
13683,14414,7
13683,12719,8
13683,2007,9
13683,9047,10
13683,2323,11
13683,11103,12
13683,9465,13
13683,9524,14
13683,1287,15
13683,312,16
13683,9211,17
13683,5693,18
13683,14260,19
13683,657,20
647969,3734,1
647969,3182,2
647969,657,3
647969,5693,4
647969,12719,5
647969,1287,6
647969,11237,7
647969,16270,8
647969,16166,9
647969,1819,10
647969,14414,11
647969,15464,12
647969,9169,13
647969,6458,14
647969,12501,15
647969,13865,16
647969,8636,17
647969,6837,18
647969,1844,19
647969,10772,20
415946,6837,1
415946,14414,2
415946,12719,3
415946,1287,4
415946,16166,5
415946,657,6
415946,5693,7
415946,7671,8
415946,1819,9
415946,11237,10
415946,10772,11
415946,15464,12
415946,16270,13
415946,1024,14
415946,14388,15
415946,6458,16
415946,12501,17
415946,9211,18
415946,9169,19
415946,3734,20
605453,13865,1
605453,657,2
605453,5693,3
605453,12719,4
605453,10772,5
605453,14414,6
605453,1819,7
605453,460,8
605453,16166,9
605453,6837,10
605453,15464,11
605453,1287,12
605453,1024,13
605453,16270,14
605453,3734,15
605453,6458,16
605453,14388,17
605453,9169,18
605453,3071,19
605453,9524,20
30710,3446,1
30710,5249,2
30710,11103,3
30710,3495,4
30710,11940,5
30710,10191,6
30710,180,7
30710,6853,8
30710,9115,9
30710,14260,10
30710,3552,11
30710,14414,12
30710,10596,13
30710,1264,14
30710,936,15
30710,10827,16
30710,599,17
30710,11592,18
30710,7671,19
30710,10859,20
709042,1024,1
709042,6837,2
709042,4565,3
709042,7671,4
709042,5411,5
709042,312,6
